orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
572,beth emhoff,2,"[('mieke beth thomeer', 86), ('elizabeth mitchell', 58), ('esther choo', 55), ('beth potter', 55), ('jeff bezos', 54), ('geoff baird', 52), ('baruch fischhoff', 52), ('beth davidow', 52), ('bob dannenhoffer', 52), ('elizabeth douglass', 50), ('elizabeth eckstrom', 50), ('bethan webber', 50), ('elizabeth harrington', 50), ('beth seidenberg', 50), ('bret stephens', 50), ('elizabeth joh', 50), ('george belch', 49), ('bret baier', 48), ('elizabeth bihn', 48), ('bethany rittle johnson', 48)]",na,,,,,,,,,,,,,,
601,billy graham,2,"[('graham', 90), ('bill', 90), ('barney graham', 72), ('lindsey graham', 69), ('gray', 68), ('peter graham', 64), ('andrea graham', 64), ('bill gates', 64), ('bill maher', 64), ('lindsey o graham', 64), ('bill hemmer', 61), ('bill hanage', 61), ('bill english', 58), ('bill barr', 57), ('william grace', 56), ('wally ghurabi', 56), ('sally goza', 55), ('brad bell', 54), ('belal muhammad', 54), ('jonathan ball', 53)]",na,Male,https://en.wikipedia.org/wiki/Billy_Graham,He,https://en.wikipedia.org/wiki/Billy_Graham,White/European,https://en.wikipedia.org/wiki/Billy_Graham,No,No,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Billy_Graham
602,birx,1,"[('john fritze birx', 90), ('debbie birx', 90), ('deborah l birx', 90), ('deirdre shesgreen birx', 90), ('geoff baird', 68), ('sheila bird', 68), ('deborah brix', 68), ('brian bird', 68), ('cao bin', 51), ('bob iger', 50), ('bill', 50), ('buhr', 50), ('barr', 50), ('bill barr', 46), ('burroughs', 45), ('silvio brusaferro', 45), ('wolf blitzer', 45), ('richard binzel', 45), ('ajay kumar bharti', 45), ('douglas brinkley', 45)]",na,,,,,,,,,,,,,,
604,bloomfield,1,"[('ashley bloomfield', 90), ('sally bloomfield', 90), ('emma frances bloomfield', 90), ('bloomberg', 63), ('fiona bloomer', 58), ('michael r bloomberg', 57), ('nicholas bloom', 55), ('brooke federico', 54), ('daniel books', 52), ('ed bottei', 50), ('brooke baldwin', 50), ('belo horizonte', 50), ('michael brown', 49), ('daniel brooks', 49), ('muriel bowser', 49), ('barry bloom', 48), ('bill morice', 48), ('bromley', 47), ('kate bedingfield', 46), ('bonnie maldonado', 46)]",na,,,,,,,,,,,,,,
612,bob marley,2,"[('bob dannenhoffer', 86), ('bromley', 71), ('marr', 68), ('john morley', 67), ('marcia o malley', 63), ('robin may', 63), ('mary bousted', 61), ('rob mayeda', 60), ('bob morris', 60), ('bowman', 60), ('bob saynor', 60), ('john manly', 60), ('bob chapek', 60), ('barbara lee', 57), ('bob watcher', 57), ('mark finley', 57), ('mary lovely', 57), ('bob wachter', 57), ('carolyn maloney', 56), ('bob iger', 56)]",na,Male,,,,,,,,,,,,,
620,bolton,1,"[('jair bolsonaro', 75), ('kenneth button', 60), ('sophie bostock', 60), ('robert bollinger', 60), ('bill clinton', 60), ('tony bartone', 60), ('ned benton', 60), ('rick burton', 60), ('ebony hilton buchholz', 60), ('tony barton', 60), ('burton bentley ii', 60), ('rob burton', 60), ('asaf bitton', 60), ('michael belmont', 60), ('clifton bingham', 60), ('ann bostrom', 60), ('david benton', 60), ('oxiris barbot', 57), ('tony blakely', 57), ('brown', 55)]",na,Male,,,,,,,,,,,,,
626,bouey,1,"[('bromley', 67), ('angie bone', 60), ('gianni bonelli', 54), ('benny mathew', 54), ('corey burchette', 54), ('michael brauer', 54), ('bruce y lee', 54), ('nicole bouvier', 54), ('noor bouzidi', 54), ('david blumenthal', 54), ('rodney howard browne', 54), ('becky kennedy', 54), ('susanne straif bourgeois', 54), ('dmitry belyakov', 54), ('benny peiser', 54), ('ed bottei', 54), ('dylan bugden', 54), ('steven brower', 54), ('bruce dart', 54), ('agnes buzyn', 54)]",na,,,,,,,,,,,,,,
628,bowman,1,"[('brown', 73), ('greg brown', 66), ('kerry brown', 66), ('ari brown', 66), ('jerry brown', 66), ('russell brown', 66), ('ben waxman', 62), ('bob marley', 60), ('michael brown', 60), ('rodney howard browne', 60), ('jackson browne jackson browne', 60), ('ronald brownstein', 60), ('emma brown', 60), ('brandon brown', 60), ('jeremy brown', 60), ('jana bowden', 60), ('julia brownley', 60), ('bob watcher', 60), ('val pappas brown', 60), ('peter conti brown', 60)]",na,,,,,,,,,,,,,,
679,briskin,1,"[('alberto bisin', 69), ('christian bayer', 64), ('kristin bianchi', 64), ('sarah bloom raskin', 64), ('kristina box', 64), ('kenneth barish', 56), ('brian bossak', 53), ('barbara sahakian', 52), ('douglas brinkley', 51), ('melissa bartick', 51), ('brian monahan', 51), ('arturo bris', 51), ('brian klaas', 51), ('brie williams', 51), ('brian kelly', 51), ('leonard berkowitz', 51), ('roberto burioni', 51), ('steven b abramson', 51), ('brian conway', 51), ('brian schutte', 51)]",na,,,,,,,,,,,,,,
682,bromley,1,"[('bob marley', 71), ('bouey', 67), ('brooklyn methodist', 64), ('julia brownley', 64), ('john bradley', 64), ('bradley riemann', 64), ('charles barkley', 64), ('bradley jensen murg', 64), ('bradley staats', 64), ('steven brower', 56), ('gavin boyle', 56), ('saad b omer', 56), ('brooke baldwin', 53), ('brett oliver', 53), ('bowale abimbola', 53), ('douglas brinkley', 51), ('minal dakhave bhosale', 51), ('bruce y lee', 51), ('caroline buckee', 51), ('rodney howard browne', 51)]",na,,,,,,,,,,,,,,
685,brooklyn methodist,2,"[('bromley', 64), ('ken macleod', 58), ('roland more', 58), ('thomas broker', 55), ('brooke federico', 55), ('metra', 54), ('mehta', 54), ('brown', 54), ('brian mehling', 52), ('dylan morris', 52), ('brobson lutz', 52), ('bruno maffeis', 52), ('emma brown', 51), ('mike kelly', 51), ('lona mody', 50), ('nisha mehta', 50), ('ninfa mehta', 50), ('brooke baldwin', 50), ('robin may', 50), ('bob morris', 50)]",na,,,,,,,,,,,,,,
686,brown,1,"[('michael brown', 90), ('rodney howard browne', 90), ('jackson browne jackson browne', 90), ('greg brown', 90), ('kerry brown', 90), ('ari brown', 90), ('ronald brownstein', 90), ('emma brown', 90), ('brandon brown', 90), ('jeremy brown', 90), ('julia brownley', 90), ('val pappas brown', 90), ('peter conti brown', 90), ('jerry brown', 90), ('candy gunther brown johnny', 90), ('john brownstein', 90), ('sherrod brown', 90), ('liliana brown', 90), ('russell brown', 90), ('bowman', 73)]",na,,,,,,,,,,,,,,
705,buffett,1,"[('erin burnett', 64), ('silvio brusaferro', 51), ('pete buttigieg', 51), ('corey burchette', 51), ('kenneth button', 51), ('david blumenthal', 51), ('brett p giroir', 51), ('herbert tico braun', 51), ('michael barnett', 51), ('jon bennett', 51), ('brett giroir', 51), ('brett sutton', 51), ('bill bennett', 51), ('joyce beatty', 51), ('brett crozier', 51), ('mieke beth thomeer', 51), ('marybeth davis baggett', 51), ('brett oliver', 51), ('ashley bautista', 51), ('michael l barnett', 51)]",na,,,,,,,,,,,,,,
707,bukhari,1,"[('buhr', 73), ('ajay kumar bharti', 64), ('bob harrington', 64), ('katharine bar', 64), ('nita bharti', 64), ('barr', 55), ('nadine burke harris', 54), ('richard binzel', 51), ('barbara dipietro', 51), ('melissa bartick', 51), ('nahid bhadelia', 51), ('gaetan burgio', 51), ('michael j buchmeier', 51), ('anasse bari', 51), ('kenneth barish', 51), ('rahul bharat', 51), ('roberto burioni', 51), ('russel buhr', 51), ('russell g buhr', 51), ('bhramar mukherjee', 51)]",na,,,,,,,,,,,,,,
709,burroughs,1,"[('buhr', 68), ('barr', 68), ('richard bullough', 64), ('russel buhr', 57), ('bryan hughes', 57), ('brown', 54), ('jana broadhurst', 50), ('susanne straif bourgeois', 50), ('lydia bourouiba', 50), ('ross baker', 50), ('courtney broaddus', 50), ('rob burton', 50), ('brandon rottinghaus', 50), ('bernard kouchner', 48), ('russell g buhr', 48), ('scott burris', 48), ('arturo vargas bustamante', 48), ('bruce bradbury', 48), ('jonah berger', 46), ('chris beyrer', 46)]",na,,,,,,,,,,,,,,
715,cai yi,2,"[('james cai', 86), ('kim yi dionne', 86), ('yi cui', 79), ('guan yi', 62), ('cao bin', 62), ('cui jie', 62), ('chu yin', 62), ('cassidy', 62), ('jamie yutzie', 60), ('craig shapiro', 60), ('craig duncan', 60), ('owen tsang tak yin', 60), ('craig smith', 60), ('ying ying goh', 60), ('craig hedberg', 60), ('craig pirrong', 60), ('shi yinhong', 60), ('caitlin orysko', 60), ('craig spencer', 60), ('craig calhoun', 60)]",na,,,,,,,,,,,,,,
716,cairns,1,"[('bernard camins', 75), ('carson', 67), ('virginia a caine', 66), ('charles', 62), ('calvin sun', 62), ('cao bin', 62), ('capistrano', 62), ('carlson', 62), ('abigail carlson', 60), ('jonas schmidt chanasit', 60), ('chris carlson', 60), ('carmen kavali', 60), ('carlos bravo regidor', 60), ('tucker carlson', 60), ('alexandra cirone', 60), ('carsten murawski', 60), ('tony cardenas', 60), ('calvin d sun', 60), ('constance macintosh', 60), ('dan crenshaw', 60)]",na,,,,,,,,,,,,,,
727,cannon,1,"[('ellie cannon cannon', 90), ('paula cannon', 90), ('ellie cannon', 90), ('david canon', 75), ('carson', 67), ('cao bin', 62), ('clinton', 62), ('carlson', 62), ('stephen hoption cann', 60), ('mike catton', 60), ('richard carmona', 60), ('brian conway', 60), ('daniel connors', 60), ('anthony cardillo', 60), ('jennifer m chacon', 60), ('charlie swanton', 60), ('cathrine jansson boyd', 60), ('sebastian condrea', 60), ('charles swanton', 60), ('gerry connolly', 60)]",na,,,,,,,,,,,,,,
729,capistrano,1,"[('bill castellano', 63), ('castaneda', 63), ('cairns', 62), ('christ', 60), ('christian rose', 58), ('chad bianco', 57), ('charlie swanton', 56), ('catriona saynor', 56), ('catriona', 56), ('chris farnitano', 56), ('claire standley', 56), ('christian ramos', 56), ('chris braden', 55), ('chad sanborn', 55), ('julio castro', 55), ('catherine ho', 55), ('christopher zahn', 54), ('christian bayer', 54), ('christian drosten', 54), ('christiane spitzmueller', 54)]",na,,,,,,,,,,,,,,
793,catriona,1,"[('catriona greenwood', 90), ('catriona saynor', 90), ('cetron', 71), ('carson', 71), ('catherine fisk', 68), ('richard carmona', 68), ('catherine li', 68), ('catherine calderwood', 68), ('catherine beanland', 68), ('cathrine jansson boyd', 68), ('catherine worsnop', 68), ('catherine belling', 68), ('catherine o neal', 68), ('catherine troisi', 68), ('catharina boehme', 68), ('catherine ceniza choy', 68), ('catherine sabiston', 68), ('catherine ho', 68), ('carlson', 67), ('kenneth castro', 64)]",na,,,,,,,,,,,,,,
803,cepheid,1,"[('chen xi', 57), ('xi chen', 54), ('stephen hoption cann', 53), ('stephen colbert', 53), ('celeste kidd', 53), ('stephen c morris', 53), ('stephen curry', 53), ('jonas schmidt chanasit', 51), ('catherine fisk', 51), ('dena chretien', 51), ('chen jingyu', 51), ('catherine li', 51), ('christopher d landry', 51), ('christopher dye', 51), ('catherine calderwood', 51), ('catherine beanland', 51), ('catherine worsnop', 51), ('catherine belling', 51), ('chris dawson', 51), ('cole edmonson', 51)]",na,,,,,,,,,,,,,,"an org, https://www.cepheid.com/"
819,chapel hill,2,"[('marianne gausche hill', 86), ('michael hilb', 78), ('lance hill', 67), ('nicholas hill', 67), ('katie hill', 67), ('michael hoelscher', 66), ('michael collins fauci', 66), ('michael holick', 64), ('carolyn hiller', 64), ('harvey schiller', 62), ('charles chiu', 61), ('michael head', 61), ('keith chappell', 61), ('laureen hill', 61), ('hamel husain', 61), ('el cid', 60), ('han', 60), ('michael callahan', 59), ('christopher gill', 59), ('philip hopewell', 59)]",na,,,,,,,,,,,,,,
823,charles,1,"[('charles j ogletree jr', 90), ('charles manski', 90), ('charles moore', 90), ('charles prosper', 90), ('charles chiu', 90), ('charles ballard', 90), ('charles dela cruz', 90), ('charles michel', 90), ('charles bruen', 90), ('charles swanton', 90), ('charles stewart', 90), ('charles robertson', 90), ('charles lieber', 90), ('charles schwab', 90), ('charles camosy', 90), ('charles barkley', 90), ('charles lockwood', 90), ('charles s bullock iii', 90), ('prince charles', 90), ('charles ornstein', 90)]",na,,,,,,,,,,,,,,
830,charles edwards,2,"[('edward', 90), ('charles', 90), ('carla edwards', 86), ('charles stewart', 80), ('charles ballard', 73), ('edward chew', 73), ('charles gerba', 71), ('charles stewart iii', 71), ('charles chiu', 70), ('niki edwards', 70), ('charles manski', 69), ('charles dela cruz', 69), ('charles robertson', 69), ('charles lieber', 69), ('charles schwab', 69), ('alexander edwards', 69), ('charles camosy', 69), ('charlier', 68), ('kathryn edwards', 67), ('charles prosper', 67)]",na,,,,,,,,,,,,,,couldn't disambiguate
842,charles schwab,2,"[('charles', 90), ('charles j ogletree jr', 86), ('charles s bullock iii', 86), ('charles chiu', 77), ('charles stewart', 76), ('charles swanton', 76), ('charles michel', 71), ('charles camosy', 71), ('charles edwards', 69), ('charlie swanton', 69), ('richard schabas', 69), ('charlier', 68), ('charles bruen', 67), ('charles gerba', 67), ('charles lockwood', 67), ('charles stewart iii', 67), ('charles moore', 66), ('charles barkley', 64), ('charles ornstein', 64), ('charles prosper', 64)]",na,,,,,,,,,,,,,,
849,charlier,1,"[('charles', 80), ('charlie kirk', 80), ('charlie baker', 80), ('charlie swanton', 79), ('carl winter', 74), ('charles lieber', 73), ('prince charles', 72), ('carl minzner', 70), ('charles j ogletree jr', 68), ('charles manski', 68), ('charles moore', 68), ('caroline buckee', 68), ('charles prosper', 68), ('charles chiu', 68), ('charlene harrington', 68), ('charles ballard', 68), ('charles dela cruz', 68), ('carl bergstrom', 68), ('caroline seguin', 68), ('charles michel', 68)]",na,,,,,,,,,,,,,,
851,chelsea,1,"[('michelle castaneda', 66), ('chesney fowler', 64), ('robert chesney', 64), ('celeste kidd', 64), ('nic cheeseman', 64), ('michael a cusumano', 64), ('chester spatt', 64), ('celeste philip', 64), ('michele b chan', 64), ('charles gerba', 60), ('helen chu', 59), ('charles', 57), ('cheryl healton', 57), ('jean cohen', 56), ('seth cohen', 56), ('dick cheney', 56), ('charles stewart', 55), ('charles edwards', 55), ('charlier', 53), ('chloe taylor', 53)]",na,,,,,,,,,,,,,,
882,chris craft,2,"[('christ', 75), ('chris murray', 70), ('chris braden', 70), ('chris carlson', 67), ('chris kratochvil', 67), ('chris sale', 67), ('chris chen', 67), ('a chris heath', 67), ('chris luke', 64), ('chris cuomo', 64), ('chris coons', 64), ('chris hayes', 64), ('charissa cheah', 64), ('chris dede', 64), ('chris martenson', 62), ('chris farnitano', 62), ('christian ramos', 62), ('chris whitty', 61), ('chris dawson', 61), ('chris beyrer', 61)]",na,,https://en.wikipedia.org/wiki/Chris-Craft_Boats,,,,,,,,,,,,
899,christ,1,"[('christina ghaly', 90), ('w christopher winter', 90), ('christopher zahn', 90), ('christian bayer', 90), ('christopher d landry', 90), ('christopher greene', 90), ('christian drosten', 90), ('christy montegut', 90), ('christopher dye', 90), ('christine carter toevs', 90), ('christine moutier', 90), ('christiane spitzmueller', 90), ('christopher fagundes', 90), ('christopher mcknight nichols', 90), ('christopher j bryan', 90), ('christina greer', 90), ('jean christophe lagier', 90), ('christopher anderson', 90), ('christopher tex', 90), ('christine johnson', 90)]",na,,,,,,,,,,,,,,
933,christopher greene,2,"[('christ', 90), ('christopher mcknight nichols', 86), ('christopher lee', 85), ('christopher braden', 83), ('christopher dye', 81), ('christopher tex', 81), ('christopher kellner', 81), ('christopher branden', 81), ('christopher foran', 80), ('christopher mores', 80), ('christopher fagundes', 79), ('christopher r braden', 79), ('christopher fraser', 78), ('christopher zahn', 77), ('christopher gill', 77), ('christopher crow', 77), ('christopher j bryan', 76), ('christopher leinberger', 75), ('christopher russo', 75), ('christopher plowe', 75)]",na,,,,,,,,,,,,,,
977,clifford,1,"[('vanessa clifford', 90), ('john clifford', 90), ('clifford lane', 90), ('crawford', 62), ('clifton bingham', 57), ('carolyn mcauliffe', 56), ('paul cosford', 56), ('clinton', 53), ('chandra ford', 50), ('charlier', 50), ('chunlin leonhard', 50), ('bill clinton', 48), ('claire hooker', 48), ('colin furness', 48), ('hillary clinton', 48), ('chryl n laird', 48), ('tim colbourn', 45), ('cecilia soderberg naucler', 45), ('jose cassio de moraes', 45), ('calvin d sun', 45)]",na,,,,,,,,,,,,,,
981,clinton,1,"[('bill clinton', 90), ('hillary clinton', 90), ('clifton bingham', 77), ('mariana chilton', 64), ('charlene harrington', 64), ('clint phillips', 64), ('constance macintosh', 64), ('peter collignon', 64), ('charlie swanton', 64), ('josh clayton', 64), ('colin hutchinson', 64), ('clayton kazan', 64), ('danielle citron', 64), ('cetron', 62), ('cannon', 62), ('calvin sun', 59), ('carlo fino', 59), ('clive hamilton', 57), ('celine gounder', 57), ('carlson', 57)]",na,,,,,,,,,,,,,,
984,codogno,1,"[('cole edmonson', 60), ('gov cuomo', 59), ('tom cotton', 56), ('andrew coggins jr', 51), ('chris coons', 51), ('daniel connors', 51), ('shelley conroy', 51), ('courtney cogburn', 51), ('eugene cordero', 51), ('peter collignon', 51), ('andrew coggins', 51), ('gerry connolly', 51), ('christopher oldstone moore', 51), ('carl o donnell', 51), ('saul coronado de leon', 51), ('barbara o connor', 51), ('david o connor', 51), ('lydia o connor', 51), ('gordon h chang', 51), ('alessandro colombo', 51)]",na,,,,,,,,,,,,,,"Town in Lombardy, Italy"
986,cohen,1,"[('morris cohen', 90), ('robert cohen', 90), ('marsha cohen', 90), ('howard cohen', 90), ('jean cohen', 90), ('robert l cohen', 90), ('roxane cohen silver', 90), ('seth cohen', 90), ('jon cohen', 90), ('amy cohen', 90), ('daniel aldana cohen', 90), ('cathy cohen', 90), ('felicia cohn', 80), ('claudia cohn', 80), ('chen guozhong', 72), ('chen shih chung', 72), ('chiu cheng hsun', 72), ('qingyan chen', 72), ('chen jingyu', 72), ('qinyang chen', 72)]",na,,,,,,,,,,,,,,
988,coles,1,"[('jennifer cole', 80), ('colts', 80), ('steve cole', 80), ('joshua coleman', 72), ('sabrina corlette', 72), ('stephen colbert', 72), ('christopher mcknight nichols', 72), ('jeff colyer', 72), ('kerryn coleman', 72), ('celeste kidd', 72), ('cole edmonson', 72), ('sean p conley', 72), ('colleen kraft', 72), ('daron cowley', 72), ('celeste philip', 72), ('colleen smith', 72), ('christopher colwell', 72), ('james coleman', 72), ('sean conley', 72), ('colette auerswald', 72)]",na,,,,,,,,,,,,,,
998,colts,1,"[('coles', 80), ('christopher mcknight nichols', 72), ('nick coatsworth', 72), ('colette auerswald', 72), ('scott coltrane', 72), ('jennifer cole', 60), ('steve cole', 60), ('tim colbourn', 54), ('charles j ogletree jr', 54), ('kristina crothers', 54), ('abigail carlson', 54), ('joshua coleman', 54), ('mariana chilton', 54), ('karen costenbader', 54), ('caroline buckee', 54), ('howie choset', 54), ('katie combs prichard', 54), ('susan crossland', 54), ('carolyn maloney', 54), ('sabrina corlette', 54)]",na,,,,,,,,,,,,,,
1023,crawford,1,"[('chandra ford', 70), ('clifford', 62), ('carla edwards', 57), ('vanessa clifford', 56), ('john clifford', 56), ('clifford lane', 56), ('nick coatsworth', 56), ('paul cosford', 56), ('randy cron', 53), ('chris dawson', 50), ('chiara lepora', 48), ('john crozier', 48), ('chryl n laird', 48), ('craig richard', 48), ('sara cody', 47), ('chad dodd', 47), ('catriona greenwood', 46), ('carre', 46), ('kristina crothers', 45), ('crystal watson', 45)]",na,,,,,,,,,,,,,,
