orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate
604,bloomfield,1,"[('ashley bloomfield', 90), ('sally bloomfield', 90), ('emma frances bloomfield', 90), ('bloomberg', 63), ('fiona bloomer', 58), ('michael r bloomberg', 57), ('nicholas bloom', 55), ('brooke federico', 54), ('daniel books', 52), ('ed bottei', 50), ('brooke baldwin', 50), ('belo horizonte', 50), ('michael brown', 49), ('daniel brooks', 49), ('muriel bowser', 49), ('barry bloom', 48), ('bill morice', 48), ('bromley', 47), ('kate bedingfield', 46), ('bonnie maldonado', 46)]",emma frances bloomfield
617,bob wachter,2,"[('bob watcher', 91), ('robert wachter', 80), ('till von wachter', 74), ('susan wachter', 74), ('bob cooper', 67), ('bob chapek', 67), ('bob lahita', 67), ('walters', 64), ('walter cho', 64), ('bob iger', 63), ('bowman', 60), ('bob shrum', 60), ('bob dannenhoffer', 59), ('richard winchester', 58), ('robert wagner', 58), ('robin wallace', 58), ('bob marley', 57), ('bob saynor', 57), ('bill maher', 57), ('robert winters', 56)]",bob watcher
618,bob watcher,2,"[('bob wachter', 91), ('robert wachter', 72), ('bob cooper', 67), ('bob chapek', 67), ('walters', 64), ('walter cho', 64), ('bob iger', 63), ('batchlor', 63), ('bowman', 60), ('bob shrum', 60), ('till von wachter', 59), ('bob dannenhoffer', 59), ('robert wagner', 58), ('susan wachter', 58), ('robin wallace', 58), ('bob marley', 57), ('bob saynor', 57), ('bob lahita', 57), ('bill maher', 57), ('robert winters', 56)]",bob wachter
649,brett giroir,2,"[('brett p giroir', 95), ('brett crozier', 80), ('brett oliver', 75), ('bret baier', 64), ('erin burnett', 64), ('brett litz', 64), ('oliver brecht', 61), ('elisabetta gropelli', 60), ('larry burchett', 59), ('brett sutton', 58), ('bruce ribner', 58), ('bret rudy', 57), ('corey burchette', 56), ('aubree gordon', 56), ('karan girotra', 56), ('newt gingrich', 56), ('gregory byrd', 55), ('efstathios giotis', 55), ('gary bettman', 55), ('stathis giotis', 54)]",brett p giroir
681,brobson lutz,2,"[('f brobson lutz jr', 95), ('liu', 60), ('liz johnson', 58), ('xiaobo lu', 57), ('roy blunt', 57), ('jason li', 56), ('bill robinson', 56), ('gordon liu', 55), ('rob burton', 55), ('brett litz', 55), ('bob lahita', 55), ('zach branson', 55), ('brown', 54), ('brooklyn methodist', 52), ('brian labus', 52), ('jayson lusk', 52), ('briskin', 51), ('barbara l horn', 51), ('steuart henderson britt', 50), ('jason leitch', 50)]",f brobson lutz jr
686,brown,1,"[('michael brown', 90), ('rodney howard browne', 90), ('jackson browne jackson browne', 90), ('greg brown', 90), ('kerry brown', 90), ('ari brown', 90), ('ronald brownstein', 90), ('emma brown', 90), ('brandon brown', 90), ('jeremy brown', 90), ('julia brownley', 90), ('val pappas brown', 90), ('peter conti brown', 90), ('jerry brown', 90), ('candy gunther brown johnny', 90), ('john brownstein', 90), ('sherrod brown', 90), ('liliana brown', 90), ('russell brown', 90), ('bowman', 73)]",candy gunther brown johnny
706,buhr,1,"[('russel buhr', 90), ('russell g buhr', 90), ('bukhari', 73), ('burroughs', 68), ('ajay kumar bharti', 68), ('corey burchette', 68), ('gaetan burgio', 68), ('michael j buchmeier', 68), ('rahul bharat', 68), ('susanne straif bourgeois', 68), ('george w bush', 68), ('jeremy blackburn', 68), ('roberto burioni', 68), ('bhramar mukherjee', 68), ('stephen burks', 68), ('michael buchmeier', 68), ('nadine burke harris', 68), ('minakshi bhardwaj', 68), ('laurence burnsed', 68), ('balram bhargava', 68)]",russell g buhr
720,calvin sun,2,"[('calvin d sun', 95), ('caroline seguin', 72), ('dan suan', 67), ('john carlin', 64), ('susan kline', 64), ('chan chun', 63), ('alison sinclair', 63), ('cairns', 62), ('colin furness', 61), ('darien sutton', 61), ('david shulkin', 61), ('caroline bruckner', 59), ('clinton', 59), ('carlson', 59), ('susan partovi', 58), ('celine gounder', 58), ('david sullivan', 58), ('caitlin orysko', 58), ('carina king', 57), ('celine thum', 57)]",calvin d sun
727,cannon,1,"[('ellie cannon cannon', 90), ('paula cannon', 90), ('ellie cannon', 90), ('david canon', 75), ('carson', 67), ('cao bin', 62), ('clinton', 62), ('carlson', 62), ('stephen hoption cann', 60), ('mike catton', 60), ('richard carmona', 60), ('brian conway', 60), ('daniel connors', 60), ('anthony cardillo', 60), ('jennifer m chacon', 60), ('charlie swanton', 60), ('cathrine jansson boyd', 60), ('sebastian condrea', 60), ('charles swanton', 60), ('gerry connolly', 60)]",ellie cannon cannon
767,carre,1,"[('middleton carre', 90), ('robin carre', 90), ('mimi carre', 90), ('nadine finigan carr', 80), ('carrie kovarik', 72), ('clare hopkins', 72), ('carmen kavali', 72), ('mariah carey', 72), ('tony cardenas', 72), ('caren campbell', 72), ('christine carter toevs', 72), ('clare wenham', 72), ('aaron carroll', 72), ('clarence tam', 72), ('karen c carroll', 72), ('mark carney', 72), ('carrie levan', 72), ('david carter', 72), ('clare gerada', 72), ('clare farrell', 72)]",middleton carre
771,carson,1,"[('carlson', 92), ('ben carson', 90), ('brad carson', 90), ('abigail carlson', 75), ('chris carlson', 75), ('tucker carlson', 75), ('richard carmona', 75), ('ann carlson', 75), ('catriona', 71), ('cairns', 67), ('cetron', 67), ('cannon', 67), ('alta charo', 66), ('charles', 62), ('carlo fino', 62), ('cao bin', 62), ('chad stone', 62), ('daron cowley', 62), ('andrea crisanti', 60), ('marti cetron', 60)]",carlson
775,cassidy,1,"[('bill cassidy', 90), ('jennifer cassidy', 90), ('hugh cassiere', 64), ('jose cassio de moraes', 64), ('cassandra calabrese', 64), ('cai yi', 62), ('john caskey', 56), ('ocasio cortez', 53), ('craig duncan', 51), ('carl sydenhag', 51), ('angela caliendo', 51), ('quassim cassam', 51), ('arturo casadevall', 51), ('candy gunther brown johnny', 51), ('lynette charity', 51), ('sarah caddy', 51), ('cindy vyskocil', 51), ('charles camosy', 51), ('cesunica ivey', 51), ('alexandria ocasio cortez', 51)]",jennifer cassidy
776,castaneda,1,"[('ricardo castaneda empathy', 90), ('michelle castaneda', 90), ('cassandra calabrese', 70), ('sergio cattaneo', 64), ('christian end', 64), ('capistrano', 63), ('chad stone', 63), ('chaand nagpaul', 60), ('constance macintosh', 60), ('laura l carstensen', 60), ('arturo casadevall', 60), ('bill castellano', 60), ('carson', 60), ('catharina boehme', 60), ('catriona', 59), ('claire standley', 58), ('carla edwards', 55), ('chant', 54), ('sebastian condrea', 54), ('linda canina', 54)]",ricardo castaneda empathy
793,catriona,1,"[('catriona greenwood', 90), ('catriona saynor', 90), ('cetron', 71), ('carson', 71), ('catherine fisk', 68), ('richard carmona', 68), ('catherine li', 68), ('catherine calderwood', 68), ('catherine beanland', 68), ('cathrine jansson boyd', 68), ('catherine worsnop', 68), ('catherine belling', 68), ('catherine o neal', 68), ('catherine troisi', 68), ('catharina boehme', 68), ('catherine ceniza choy', 68), ('catherine sabiston', 68), ('catherine ho', 68), ('carlson', 67), ('kenneth castro', 64)]",catriona greenwood
806,cetron,1,"[('marti cetron', 90), ('marty cetron', 90), ('martin cetron', 90), ('danielle citron', 75), ('cerny', 73), ('catriona', 71), ('carson', 67), ('clinton', 62), ('carlson', 62), ('maurizio cecconi', 60), ('catriona greenwood', 60), ('cheryl healton', 60), ('mike catton', 60), ('cameron kaiser', 60), ('richard carmona', 60), ('alexandra cirone', 60), ('randy cron', 60), ('christopher anderson', 60), ('anderson cooper', 60), ('peter conti brown', 60)]",martin cetron
818,chant,1,"[('kerry chant', 90), ('jinlene chan', 80), ('pierre chan', 80), ('andrew chan', 80), ('benjamin chan', 80), ('albert chan', 80), ('carri chan', 80), ('michele b chan', 80), ('gemma chan', 80), ('priscilla chan', 80), ('chaand nagpaul', 72), ('jonas schmidt chanasit', 72), ('jason oliver chang', 72), ('nick chater', 72), ('chandra ford', 72), ('chan chun', 72), ('gary cohan', 72), ('partha chatterjee', 72), ('kabrina chang', 72), ('linkou chang gung', 72)]",kerry chant
823,charles,1,"[('charles j ogletree jr', 90), ('charles manski', 90), ('charles moore', 90), ('charles prosper', 90), ('charles chiu', 90), ('charles ballard', 90), ('charles dela cruz', 90), ('charles michel', 90), ('charles bruen', 90), ('charles swanton', 90), ('charles stewart', 90), ('charles robertson', 90), ('charles lieber', 90), ('charles schwab', 90), ('charles camosy', 90), ('charles barkley', 90), ('charles lockwood', 90), ('charles s bullock iii', 90), ('prince charles', 90), ('charles ornstein', 90)]",charles j ogletree jr
843,charles stewart,2,"[('charles stewart iii', 95), ('charles', 90), ('charles swanton', 80), ('charles edwards', 80), ('charles schwab', 76), ('paul stewart', 74), ('charles prosper', 73), ('charlie swanton', 73), ('charles ornstein', 71), ('charles gerba', 71), ('charles chiu', 70), ('charles robertson', 69), ('charles lieber', 69), ('charles dela cruz', 69), ('charlier', 68), ('charles barkley', 67), ('hal stern', 67), ('charles ballard', 67), ('kristen stewart', 67), ('charles bruen', 66)]",charles stewart iii
845,charles swanton,2,"[('charlie swanton', 93), ('swan', 90), ('charles', 90), ('swanton', 90), ('charles stewart', 80), ('charles schwab', 76), ('charlene harrington', 71), ('charles ornstein', 71), ('charles stewart iii', 71), ('charles chiu', 70), ('charles robertson', 69), ('charles manski', 69), ('charles camosy', 69), ('sean', 68), ('charlier', 68), ('charlton heston', 67), ('chad sanborn', 67), ('charles edwards', 67), ('charles bruen', 66), ('charles gerba', 66)]",charlie swanton
848,charlie swanton,2,"[('charles swanton', 93), ('swan', 90), ('swanton', 90), ('charlier', 79), ('charles', 77), ('charles stewart', 73), ('charlene harrington', 71), ('laurie santos', 71), ('charlie kirk', 70), ('charles schwab', 69), ('julie swann', 69), ('sean', 68), ('charlton heston', 67), ('chad sanborn', 67), ('hadi susanto', 67), ('catherine sabiston', 67), ('charlie baker', 66), ('charles ornstein', 65), ('charles stewart iii', 65), ('clinton', 64)]",charles swanton
857,chen xi,2,"[('xi chen', 95), ('chen guozhong', 86), ('chen shih chung', 86), ('qingyan chen', 86), ('chen jingyu', 86), ('qinyang chen', 86), ('alfonso xi el cid', 86), ('roselle chen', 86), ('wilbur chen', 86), ('chen chien jen', 86), ('chen xuyan', 71), ('chen katz', 69), ('chris chen', 69), ('yan chen', 69), ('cohen', 67), ('liz cheney', 67), ('zhang xinmin', 64), ('chiu cheng hsun', 64), ('kk cheng', 64), ('william cherniak', 64)]",xi chen
873,choi jaewook,2,"[('choi jae wook', 96), ('james chin', 61), ('jay cook', 60), ('moon jae in', 58), ('choi eun hwa', 58), ('chris dawson', 58), ('catherine calderwood', 56), ('chris salcedo', 56), ('chong ja ian', 55), ('jon lapook', 55), ('james wood', 55), ('dave chokshi', 55), ('chris sale', 55), ('james cook', 55), ('jon chol jin', 55), ('janet woodcock', 54), ('james cai', 54), ('sheri jacobson', 54), ('jean chin', 54), ('chris anderson', 54)]",choi jae wook
898,chriscuomo,1,"[('chris cuomo', 95), ('cuomo', 90), ('chris coons', 76), ('christ', 75), ('christy montegut', 63), ('chris carlson', 61), ('chris salcedo', 61), ('chris luke', 60), ('chris chen', 60), ('christopher mores', 59), ('john chisholm', 58), ('charles camosy', 58), ('chris craft', 57), ('chris martenson', 56), ('christian ramos', 56), ('charles chiu', 55), ('chris dawson', 55), ('chris murray', 55), ('andrew cuomo', 55), ('chris higson', 55)]",chris cuomo
905,christian rose,2,"[('christian drosten', 90), ('christ', 90), ('christian ramos', 90), ('christian end', 81), ('christian bayer', 76), ('christina greer', 76), ('christina johns', 76), ('christian dipaola', 74), ('christine moutier', 71), ('christiane spitzmueller', 71), ('christine johnson', 71), ('christine kreuder johnson', 71), ('christina francis', 71), ('rita', 68), ('christine carter toevs', 68), ('sion roy', 68), ('chris sale', 67), ('stanley rosen', 67), ('christine k johnson', 67), ('christina tan', 67)]",christian drosten
915,christine johnson,2,"[('christine k johnson', 95), ('christine kreuder johnson', 95), ('christ', 90), ('johnson', 90), ('john', 90), ('christina johns', 88), ('ken johnson', 86), ('liz johnson', 86), ('christine jenkins', 76), ('boris johnson', 73), ('jones', 72), ('christian rose', 71), ('christian drosten', 71), ('krys johnson', 70), ('ian jones', 70), ('chris martenson', 69), ('carolyn johnson', 69), ('chris higson', 69), ('christian ramos', 69), ('christian end', 67)]",christine kreuder johnson
922,christopher braden,2,"[('christopher branden', 97), ('christopher r braden', 95), ('christ', 90), ('john braden', 86), ('christopher mcknight nichols', 86), ('christopher j bryan', 86), ('chris braden', 86), ('christopher foran', 86), ('christopher dye', 85), ('christopher anderson', 84), ('christopher greene', 83), ('christopher fraser', 83), ('christopher zahn', 82), ('christopher tex', 81), ('christopher lee', 81), ('christopher mores', 80), ('christopher fagundes', 79), ('christopher murray', 78), ('christopher gill', 77), ('christopher crow', 77)]",christopher branden
967,clare hopkins,2,"[('claire hopkins', 96), ('hopkins', 90), ('carre', 72), ('john hopkins', 70), ('laura huckins', 69), ('claire hooker', 69), ('susan hopkins', 69), ('johns hopkins', 66), ('robin carre', 64), ('simon clarke', 61), ('andrew coggins', 59), ('colin camerer', 59), ('lee hyukmin', 58), ('larry hogan', 58), ('cara christ', 58), ('carina king', 58), ('claire finkelstein', 58), ('claire jean kim', 57), ('hilary jones', 56), ('charles chiu', 56)]",claire hopkins
977,clifford,1,"[('vanessa clifford', 90), ('john clifford', 90), ('clifford lane', 90), ('crawford', 62), ('clifton bingham', 57), ('carolyn mcauliffe', 56), ('paul cosford', 56), ('clinton', 53), ('chandra ford', 50), ('charlier', 50), ('chunlin leonhard', 50), ('bill clinton', 48), ('claire hooker', 48), ('colin furness', 48), ('hillary clinton', 48), ('chryl n laird', 48), ('tim colbourn', 45), ('cecilia soderberg naucler', 45), ('jose cassio de moraes', 45), ('calvin d sun', 45)]",vanessa clifford
981,clinton,1,"[('bill clinton', 90), ('hillary clinton', 90), ('clifton bingham', 77), ('mariana chilton', 64), ('charlene harrington', 64), ('clint phillips', 64), ('constance macintosh', 64), ('peter collignon', 64), ('charlie swanton', 64), ('josh clayton', 64), ('colin hutchinson', 64), ('clayton kazan', 64), ('danielle citron', 64), ('cetron', 62), ('cannon', 62), ('calvin sun', 59), ('carlo fino', 59), ('clive hamilton', 57), ('celine gounder', 57), ('carlson', 57)]",hillary clinton
986,cohen,1,"[('morris cohen', 90), ('robert cohen', 90), ('marsha cohen', 90), ('howard cohen', 90), ('jean cohen', 90), ('robert l cohen', 90), ('roxane cohen silver', 90), ('seth cohen', 90), ('jon cohen', 90), ('amy cohen', 90), ('daniel aldana cohen', 90), ('cathy cohen', 90), ('felicia cohn', 80), ('claudia cohn', 80), ('chen guozhong', 72), ('chen shih chung', 72), ('chiu cheng hsun', 72), ('qingyan chen', 72), ('chen jingyu', 72), ('qinyang chen', 72)]",roxane cohen silver
990,colin camerer,2,"[('colin camererquentin fottrell', 90), ('carolyn machamer', 69), ('robin carre', 67), ('caroline buckee', 64), ('clive palmer', 64), ('colin furness', 62), ('caitlin m rivers', 62), ('catherine li', 61), ('adam collins', 61), ('jim cramer', 61), ('caroline bruckner', 60), ('clare hopkins', 59), ('carri chan', 58), ('carolyn dresler', 57), ('nicholas chater', 57), ('allison chamberlain', 56), ('christine carter toevs', 56), ('charlier', 56), ('john crozier', 56), ('claire hopkins', 56)]",colin camererquentin fottrell
1021,craig smith,2,"[('craig r smith', 95), ('jamie lloyd smith', 86), ('annelies wilder smith', 86), ('heather haynes smith', 86), ('david llewellyn smith', 86), ('tara smith', 76), ('tara c smith', 74), ('david smith', 73), ('rachel smith', 70), ('sandra smith', 70), ('gregor smith', 70), ('kristin smith', 67), ('david m smith', 67), ('craig shapiro', 67), ('kumi smith', 67), ('nate smith', 67), ('craig richard', 67), ('phil smith', 67), ('mark smith', 67), ('davey smith', 64)]",craig r smith
1028,cuomo,1,"[('chris cuomo', 90), ('chriscuomo', 90), ('gov cuomo', 90), ('andrew cuomo', 90), ('andrew m cuomo', 90), ('ian comfort', 72), ('esther choo', 60), ('tim colbourn', 54), ('chen guozhong', 54), ('nancy cook', 54), ('joan cook', 54), ('katie combs prichard', 54), ('richard carmona', 54), ('jerald combs', 54), ('colm o morain', 54), ('chris coons', 54), ('daniel connors', 54), ('shelley conroy', 54), ('kerryn coleman', 54), ('sean cook', 54)]",andrew m cuomo
1031,cynthia,1,"[('cynthia detata', 90), ('cynthia rohrbeck', 90), ('cynthia jumper', 90), ('cynthia benson', 90), ('cyntoria johnson', 64), ('catriona', 53), ('catherine fisk', 51), ('crystal watson', 51), ('maria mictha coffey', 51), ('ruth ann crystal', 51), ('catherine li', 51), ('clint phillips', 51), ('constance macintosh', 51), ('dan crenshaw', 51), ('catherine calderwood', 51), ('choi jae wook', 51), ('carl sydenhag', 51), ('chiara lepora', 51), ('catherine beanland', 51), ('cathrine jansson boyd', 51)]",cynthia rohrbeck
1071,daniel books,2,"[('daniel brooks', 96), ('daniel leussink tokyo', 86), ('daniel lopez regalado', 86), ('daniel aldana cohen', 86), ('daniel connors', 77), ('daniel bober', 75), ('daniel kim', 73), ('daniel tokaji', 72), ('daniel kreiss', 72), ('daniel roshan', 72), ('pia daniel', 71), ('daniel klein', 67), ('daniel fein', 67), ('daniel grossman', 67), ('daniel lucy', 67), ('daniel alpert', 64), ('daniel fletcher', 64), ('daniel reaven', 64), ('r daniel kelemen', 64), ('daniel gluckstein', 64)]",daniel brooks
1090,daniel lucy,2,"[('daniel lucey', 96), ('daniel leussink tokyo', 86), ('daniel lopez regalado', 86), ('daniel gluckstein', 86), ('daniel scarparolo', 86), ('daniel aldana cohen', 86), ('daniel jolley', 75), ('daniel wallace', 72), ('pia daniel', 71), ('daniel kim', 71), ('daniel klein', 70), ('daniel crane', 70), ('daniel fletcher', 69), ('daniel rusyniak', 69), ('daniel tokaji', 67), ('daniel alpert', 67), ('daniel reaven', 67), ('r daniel kelemen', 67), ('daniel books', 67), ('daniel varga', 67)]",daniel lucey
